Cat…leg prestacions ortoprotŠtiques - Novembre 2025;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Grup - codi;Grup - descripci¢;Subgrup - codi;Subgrup - descripci¢;Categoria - codi;Categoria aparell;Tipus de producte - codi;Tipus de producte ;Import m…xim de facturaci¢ (?);Aportaci¢ usuari/a (?);Aportaci¢ CatSalut (?);·mbit de prescripci¢ de l'aparell;Indicador informe cl¡nic;Classificaci¢ de l'aparell;Edat m¡nima;Edat m…xima;Indicador de bilateralitat;Indicador validaci¢ sanit…ria;Periodicitat prescripci¢ (mesos)
0624;Pr•tesis de membre inferior;062433;Articulacions de genoll;PIL 010;Articulaci¢ de genoll endoesquelŠtica monocŠntrica per a adult;PIL 010G;Articulaci¢ de genoll endoesquelŠtica monocŠntrica hidr…ulica, amb control de la fase de balanceig;3227,33;0;3227,33;H;S;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062433;Articulacions de genoll;PIL 010;Articulaci¢ de genoll endoesquelŠtica monocŠntrica per a adult;PIL 010H;Articulaci¢ de genoll endoesquelŠtica monocŠntrica hidr…ulica, amb control de la fase de balanceig i de la frenada en la fase de recolzament;3901,46;0;3901,46;H;S;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062433;Articulacions de genoll;PIL 010;Articulaci¢ de genoll endoesquelŠtica monocŠntrica per a adult;PIL 010I;Articulaci¢ de genoll endoesquelŠtica amb sistema hidr…ulic rotatiu per a la fase de balanceig i per a la frenada en la fase de recolzament;4080,32;0;4080,32;H;S;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062433;Articulacions de genoll;PIL 020;Articulaci¢ de genoll endoesquelŠtica monocŠntrica pedi…trica;PIL 020A;Articulaci¢ de genoll endoesquelŠtica monocŠntrica mec…nica, amb dispositiu de recuperaci¢ de l'extensi¢, pedi…trica;989,26;0;989,26;H;N;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062433;Articulacions de genoll;PIL 030;Articulaci¢ de genoll endoesquelŠtica policŠntrica per a adult;PIL 030A;Articulaci¢ de genoll endoesquelŠtica policŠntrica mec…nica, d'entre tres i cinc eixos, amb dispositiu de recuperaci¢ de l'extensi¢;1436,81;0;1436,81;H;N;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062433;Articulacions de genoll;PIL 030;Articulaci¢ de genoll endoesquelŠtica policŠntrica per a adult;PIL 030B;Articulaci¢ de genoll endoesquelŠtica policŠntrica mec…nica, de m‚s de cinc eixos, amb dispositiu de recuperaci¢ de l'extensi¢;2159,53;0;2159,53;H;N;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062433;Articulacions de genoll;PIL 030;Articulaci¢ de genoll endoesquelŠtica policŠntrica per a adult;PIL 030C;Articulaci¢ de genoll endoesquelŠtica policŠntrica pneum…tica, amb control regulable de la fase de balanceig i bloqueig a la c…rrega;2210,32;0;2210,32;H;N;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062433;Articulacions de genoll;PIL 030;Articulaci¢ de genoll endoesquelŠtica policŠntrica per a adult;PIL 030D;Articulaci¢ de genoll endoesquelŠtica policŠntrica hidr…ulica, amb control de la fase de balanceig i de la frenada en la fase de recolzament. Especial prescripci¢.;4396,19;0;4396,19;H;S;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062433;Articulacions de genoll;PIL 040;Articulaci¢ de genoll endoesquelŠtica policŠntrica pedi…trica;PIL 040A;Articulaci¢ de genoll endoesquelŠtica policŠntrica mec…nica, amb dispositiu de recuperaci¢ de l'extensi¢, pedi…trica;2282,09;0;2282,09;H;N;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062433;Articulacions de genoll;PIL 040;Articulaci¢ de genoll endoesquelŠtica policŠntrica pedi…trica;PIL 040B;Articulaci¢ de genoll endoesquelŠtica policŠntrica hidr…ulica, amb control de la fase de balanceig i de la frenada en la fase de recolzament, pedi…trica;2528,85;0;2528,85;H;N;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062433;Articulacions de genoll;PIL 050;Articulaci¢ de genoll endoesquelŠtica per a monyons llargs o desarticulaci¢ de genoll;PIL 050A;Articulaci¢ de genoll endoesquelŠtica per a monyons llargs o desarticulaci¢ de genoll, mec…nica, de quatre eixos, amb bloqueig manual a voluntat;1599,87;0;1599,87;H;N;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062433;Articulacions de genoll;PIL 050;Articulaci¢ de genoll endoesquelŠtica per a monyons llargs o desarticulaci¢ de genoll;PIL 050B;Articulaci¢ de genoll endoesquelŠtica per a monyons llargs o desarticulaci¢ de genoll, mec…nica, de quatre eixos, amb dispositiu de recuperaci¢ de l'extensi¢, per a nivell d'activitat de baix a moderat;1531,07;0;1531,07;H;N;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062433;Articulacions de genoll;PIL 050;Articulaci¢ de genoll endoesquelŠtica per a monyons llargs o desarticulaci¢ de genoll;PIL 050C;Articulaci¢ de genoll endoesquelŠtica per a monyons llargs o desarticulaci¢ de genoll, mec…nica, de quatre eixos, amb dispositiu de recuperaci¢ de l'extensi¢, per a nivell d'activitat d'alt a molt alt;1436,9;0;1436,9;H;S;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062433;Articulacions de genoll;PIL 050;Articulaci¢ de genoll endoesquelŠtica per a monyons llargs o desarticulaci¢ de genoll;PIL 050D;Articulaci¢ de genoll endoesquelŠtica per a monyons llargs o desarticulaci¢ de genoll, pneum…tica, de quatre eixos, amb control regulable de la fase de balanceig;2441;0;2441;H;N;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062433;Articulacions de genoll;PIL 050;Articulaci¢ de genoll endoesquelŠtica per a monyons llargs o desarticulaci¢ de genoll;PIL 050E;Articulaci¢ de genoll endoesquelŠtica per a monyons llargs o desarticulaci¢ de genoll, pneum…tica, de quatre eixos, amb control regulable de la fase de balanceig i bloqueig a la c…rrega;2410,91;0;2410,91;H;N;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062433;Articulacions de genoll;PIL 050;Articulaci¢ de genoll endoesquelŠtica per a monyons llargs o desarticulaci¢ de genoll;PIL 050F;Articulaci¢ de genoll endoesquelŠtica per a monyons llargs o desarticulaci¢ de genoll, hidr…ulica, de quatre eixos, amb control regulable de la fase de balanceig;3098,97;0;3098,97;H;N;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062433;Articulacions de genoll;PIL 050;Articulaci¢ de genoll endoesquelŠtica per a monyons llargs o desarticulaci¢ de genoll;PIL 050G;Articulaci¢ de genoll endoesquelŠtica per a monyons llargs o desarticulaci¢ de genoll, hidr…ulica, de quatre eixos, amb control regulable de la fase de balanceig i de la frenada en la fase de recolzament;4396,19;0;4396,19;H;S;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062433;Articulacions de genoll;PIL 060;Articulaci¢ de genoll endoesquelŠtica monocŠntrica, amb control mitjan‡ant microprocessado;PIL 060A;Articulaci¢ de genoll endoesquelŠtica monocŠntrica, amb control mitjan‡ant microprocessador de la fase de balanceig i de la frenada en la fase de recolzament (especial prescripci¢ i d'acord amb un protocol);26412,32;0;26412,32;D;S;A;--;--;S;S;72
0624;Pr•tesis de membre inferior;062436;Articulacions de maluc;PID 000;Articulaci¢ de maluc endoesquelŠtica;PID 000A;Articulaci¢ de maluc endoesquelŠtica monocŠntrica lliure;623,03;0;623,03;H;N;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062436;Articulacions de maluc;PID 000;Articulaci¢ de maluc endoesquelŠtica;PID 000B;Articulaci¢ de maluc endoesquelŠtica monocŠntrica lliure, amb bloqueig manual a voluntat;750;0;750;H;N;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062436;Articulacions de maluc;PID 000;Articulaci¢ de maluc endoesquelŠtica;PID 000C;Articulaci¢ de maluc endoesquelŠtica monocŠntrica, amb dispositiu interior d'extensi¢ incorporat i amb sistema d'alineaci¢ i ancoratge anterior;1984,43;0;1984,43;H;N;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062436;Articulacions de maluc;PID 000;Articulaci¢ de maluc endoesquelŠtica;PID 000D;Articulaci¢ de maluc endoesquelŠtica monocŠntrica, amb assistent a l'extensi¢, pedi…trica;1022,09;0;1022,09;H;N;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062436;Articulacions de maluc;PID 000;Articulaci¢ de maluc endoesquelŠtica;PID 000E;Articulaci¢ de maluc endoesquelŠtica policŠntrica;5415,23;0;5415,23;H;S;A;--;--;S;S;30
0624;Pr•tesis de membre inferior;062448;Pr•tesis provisionals per a mobilitzaci¢ primerenca en amputaci¢ de membre inferior;PIM 000;Encaix provisional per a pr•tesi de membre inferior;PIM 000A;Encaix provisional per a pr•tesi de desarticulaci¢ de turmell. Inclou adaptaci¢ i alineaci¢;632,5;0;632,5;H;N;M;--;--;S;S;99
0624;Pr•tesis de membre inferior;062448;Pr•tesis provisionals per a mobilitzaci¢ primerenca en amputaci¢ de membre inferior;PIM 000;Encaix provisional per a pr•tesi de membre inferior;PIM 000B;Encaix provisional per a pr•tesi transtibial. Inclou adaptaci¢ i alineaci¢;854,59;0;854,59;H;N;M;--;--;S;S;99
0624;Pr•tesis de membre inferior;062448;Pr•tesis provisionals per a mobilitzaci¢ primerenca en amputaci¢ de membre inferior;PIM 000;Encaix provisional per a pr•tesi de membre inferior;PIM 000C;Encaix provisional per a pr•tesi de desarticulaci¢ de genoll. Inclou adaptaci¢ i alineaci¢;1050,28;0;1050,28;H;N;M;--;--;S;S;99
0624;Pr•tesis de membre inferior;062448;Pr•tesis provisionals per a mobilitzaci¢ primerenca en amputaci¢ de membre inferior;PIM 000;Encaix provisional per a pr•tesi de membre inferior;PIM 000D;Encaix provisional graduable per a pr•tesi transfemoral. Inclou adaptaci¢ i alineaci¢;1155;0;1155;H;N;M;--;--;S;S;99
0624;Pr•tesis de membre inferior;062448;Pr•tesis provisionals per a mobilitzaci¢ primerenca en amputaci¢ de membre inferior;PIM 000;Encaix provisional per a pr•tesi de membre inferior;PIM 000E;Encaix provisional per a pr•tesi de desarticulaci¢ de maluc. Inclou adaptaci¢ i alineaci¢;1320;0;1320;H;N;M;--;--;S;S;99
0624;Pr•tesis de membre inferior;062448;Pr•tesis provisionals per a mobilitzaci¢ primerenca en amputaci¢ de membre inferior;PIM 010;Beina (liner) conformadora i reductora de mony¢;PIM 010A;Beina (liner) conformadora i reductora de mony¢ per a amputaci¢ transtibial;357,5;0;357,5;H;N;A;--;--;S;N;6
0624;Pr•tesis de membre inferior;062448;Pr•tesis provisionals per a mobilitzaci¢ primerenca en amputaci¢ de membre inferior;PIM 010;Beina (liner) conformadora i reductora de mony¢;PIM 010B;Beina (liner) conformadora i reductora de mony¢ per a desarticulaci¢ de genoll;432,56;0;432,56;H;N;A;--;--;S;N;6
0624;Pr•tesis de membre inferior;062448;Pr•tesis provisionals per a mobilitzaci¢ primerenca en amputaci¢ de membre inferior;PIM 010;Beina (liner) conformadora i reductora de mony¢;PIM 010C;Beina (liner) conformadora i reductora de mony¢ per a amputaci¢ transfemoral;462;0;462;H;N;A;--;--;S;N;6
0624;Pr•tesis de membre inferior;062499;Components generals de les pr•tesis de membre inferior;PIG 900;Components generals dels sistemes de suspensi¢;PIG 900A;Llan‡adora amb pin per a pr•tesi de membre inferior;317,58;0;317,58;H;N;A;--;--;S;N;24
0624;Pr•tesis de membre inferior;062499;Components generals de les pr•tesis de membre inferior;PIG 900;Components generals dels sistemes de suspensi¢;PIG 900B;Pin per a llan‡adora per a pr•tesi de membre inferior;49,52;0;49,52;H;N;A;--;--;S;N;24
0624;Pr•tesis de membre inferior;062499;Components generals de les pr•tesis de membre inferior;PIG 900;Components generals dels sistemes de suspensi¢;PIG 900C;Llan‡adora amb cord¢ per a pr•tesi de membre inferior;121,99;0;121,99;H;N;A;--;--;S;N;12
0624;Pr•tesis de membre inferior;062499;Components generals de les pr•tesis de membre inferior;PIG 900;Components generals dels sistemes de suspensi¢;PIG 900D;Llan‡adora amb pin per a beina interna (liner) pedi…trica per a pr•tesi de membre inferior;242;0;242;H;N;A;--;--;S;N;24
0624;Pr•tesis de membre inferior;062499;Components generals de les pr•tesis de membre inferior;PIG 900;Components generals dels sistemes de suspensi¢;PIG 900E;Pin per a llan‡adora per a beina interna (liner) pedi…trica per a pr•tesi de membre inferior;48,29;0;48,29;H;N;A;--;--;S;N;24
0624;Pr•tesis de membre inferior;062499;Components generals de les pr•tesis de membre inferior;PIG 900;Components generals dels sistemes de suspensi¢;PIG 900F;Membrana de succi¢ hipob…rica per a pr•tesi de membre inferior;214,31;0;214,31;H;N;A;--;--;S;N;6
0624;Pr•tesis de membre inferior;062499;Components generals de les pr•tesis de membre inferior;PIG 910;Cobertes de teixit per a mony¢;PIG 910A;Mitja per sota del genoll per a pr•tesi de membre inferior;27,36;0;27,36;H;N;A;--;--;S;N;6
0624;Pr•tesis de membre inferior;062499;Components generals de les pr•tesis de membre inferior;PIG 910;Cobertes de teixit per a mony¢;PIG 910B;Mitja per sobre del genoll per a pr•tesi de membre inferior;35,01;0;35,01;H;N;A;--;--;S;N;6
0624;Pr•tesis de membre inferior;062499;Components generals de les pr•tesis de membre inferior;PIG 920;Coixinet;PIG 920A;Coixinets de silicona o gel per a pr•tesi de membre inferior;41,61;0;41,61;H;N;A;--;--;S;N;6
0624;Pr•tesis de membre inferior;062499;Components generals de les pr•tesis de membre inferior;PIG 930;Sistema BOA;PIG 930A;Sistema BOA per a encaix de pr•tesi de membre inferior;537,26;0;537,26;H;N;A;--;--;S;N;12
0624;Pr•tesis de membre inferior;062499;Components generals de les pr•tesis de membre inferior;PIG 940;Beina (liner) preparada per acoblar pin distal;PIG 940A;Beina (liner) de silicona preparada per acoblar pin distal per a pr•tesi transtibial;542,97;0;542,97;H;N;A;--;--;S;N;12
0624;Pr•tesis de membre inferior;062499;Components generals de les pr•tesis de membre inferior;PIG 940;Beina (liner) preparada per acoblar pin distal;PIG 940B;Beina (liner) en gel preparada per acoblar pin distal per a pr•tesi transtibial;469,45;0;469,45;H;N;A;--;--;S;N;12
0624;Pr•tesis de membre inferior;062499;Components generals de les pr•tesis de membre inferior;PIG 940;Beina (liner) preparada per acoblar pin distal;PIG 940C;Beina (liner) de silicona preparada per acoblar pin distal, pedi…trica, per a pr•tesi transtibial;838,82;0;838,82;H;N;A;--;--;S;N;12
0624;Pr•tesis de membre inferior;062499;Components generals de les pr•tesis de membre inferior;PIG 940;Beina (liner) preparada per acoblar pin distal;PIG 940D;Beina (liner) de silicona preparada per acoblar pin distal per a pr•tesi transfemoral;615,75;0;615,75;H;N;A;--;--;S;N;12
0624;Pr•tesis de membre inferior;062499;Components generals de les pr•tesis de membre inferior;PIG 940;Beina (liner) preparada per acoblar pin distal;PIG 940E;Beina (liner) en gel preparada per acoblar pin distal per a pr•tesi transfemoral;605,83;0;605,83;H;N;A;--;--;S;N;12
0624;Pr•tesis de membre inferior;062499;Components generals de les pr•tesis de membre inferior;PIG 940;Beina (liner) preparada per acoblar pin distal;PIG 940F;Beina (liner) de silicona preparada per acoblar pin distal, pedi…trica, per a pr•tesi transfemoral;838,82;0;838,82;H;N;A;--;--;S;N;12
0630;Altres pr•tesis que no pertanyen als membres;063018;Pr•tesis mam…ries en casos de traumatisme, malaltia o malformaci¢ congŠnita;PDM 000;Pr•tesi de mama externa inclosa, si ho precisa, la funda;PDM 000A;Pr•tesi mam…ria externa, en silicona s•lida;186,49;0;186,49;B;N;E;--;--;S;N;24
0630;Altres pr•tesis que no pertanyen als membres;063018;Pr•tesis mam…ries en casos de traumatisme, malaltia o malformaci¢ congŠnita;PDM 000;Pr•tesi de mama externa inclosa, si ho precisa, la funda;PDM 000B;Pr•tesi mam…ria externa, en silicona lleugera;200,52;0;200,52;B;N;E;--;--;S;N;24
0630;Altres pr•tesis que no pertanyen als membres;063018;Pr•tesis mam…ries en casos de traumatisme, malaltia o malformaci¢ congŠnita;PDM 000;Pr•tesi de mama externa inclosa, si ho precisa, la funda;PDM 000C;Pr•tesi mam…ria externa, en silicona ultralleugera;212,87;0;212,87;B;N;E;--;--;S;N;24
0630;Altres pr•tesis que no pertanyen als membres;063018;Pr•tesis mam…ries en casos de traumatisme, malaltia o malformaci¢ congŠnita;PDM 010;Pr•tesi parcial externa de mama;PDM 010A;Pr•tesi mam…ria parcial externa;161,7;0;161,7;B;N;A;--;--;S;N;24
0630;Altres pr•tesis que no pertanyen als membres;063030;Pr•tesis per a la restauraci¢ facial, incloent-hi les de nas i/o pavellons auriculars i/o ;PDC 000;Pr•tesi ocular;PDC 000A;Pr•tesi ocular externa per cavitat anoft…lmica (enumeraci¢ o evisceraci¢), a mida;1033,65;0;1033,65;H;N;M;--;--;S;S;24
0630;Altres pr•tesis que no pertanyen als membres;063030;Pr•tesis per a la restauraci¢ facial, incloent-hi les de nas i/o pavellons auriculars i/o ;PDC 000;Pr•tesi ocular;PDC 000B;Pr•tesi esclerocorneal per a cavitat no anoft…lmica, a mida;1215,84;0;1215,84;H;N;M;--;--;S;S;24
0630;Altres pr•tesis que no pertanyen als membres;063030;Pr•tesis per a la restauraci¢ facial, incloent-hi les de nas i/o pavellons auriculars i/o ;PDC 010;Pr•tesi de restauraci¢ d'•rbita;PDC 010A;Ep¡tesi de restauraci¢ d'•rbita no implantosuportada, a mida (inclou pr•tesi ocular);2067,35;0;2067,35;H;S;M;--;--;S;S;24
0630;Altres pr•tesis que no pertanyen als membres;063030;Pr•tesis per a la restauraci¢ facial, incloent-hi les de nas i/o pavellons auriculars i/o ;PDC 010;Pr•tesi de restauraci¢ d'•rbita;PDC 010B;Ep¡tesi de restauraci¢ d'•rbita implantosuportada amb dos implants, a mida (inclou pr•tesi ocular);3075,05;0;3075,05;H;S;M;--;--;S;S;24
0630;Altres pr•tesis que no pertanyen als membres;063030;Pr•tesis per a la restauraci¢ facial, incloent-hi les de nas i/o pavellons auriculars i/o ;PDC 020;Pr•tesi coneal;PDC 020A;Lent corneal protŠsica;556,37;0;556,37;H;S;A;--;--;S;S;12
0630;Altres pr•tesis que no pertanyen als membres;063030;Pr•tesis per a la restauraci¢ facial, incloent-hi les de nas i/o pavellons auriculars i/o ;PDC 022;Pr•tesis per a correcci¢ de l'af…quia;PDC 022A;Lent de contacte tova d'hidrogel de silicona (HiSi) amb o sense filtre blau, per a correcci¢ de l'af…quia en cataracta congŠnita infantil;150,70;0;150,70;H;S;A;--;--;S;S;3
0630;Altres pr•tesis que no pertanyen als membres;063030;Pr•tesis per a la restauraci¢ facial, incloent-hi les de nas i/o pavellons auriculars i/o ;PDC 022;Pr•tesis per a correcci¢ de l'af…quia;PDC 022B;Lent de contacte r¡gida de gas permeable, per a correcci¢ de l'af…quia en cataracta congŠnita infantil;300,30;0;300,30;H;S;A;--;--;S;S;12
0630;Altres pr•tesis que no pertanyen als membres;063030;Pr•tesis per a la restauraci¢ facial, incloent-hi les de nas i/o pavellons auriculars i/o ;PDC 030;Pavell¢ auricular;PDC 030A;Pr•tesi per a reconstrucci¢ de pavell¢ auricular no implantosuportada,  a mida;1503,95;0;1503,95;H;S;M;--;--;S;S;24
0630;Altres pr•tesis que no pertanyen als membres;063030;Pr•tesis per a la restauraci¢ facial, incloent-hi les de nas i/o pavellons auriculars i/o ;PDC 030;Pavell¢ auricular;PDC 030B;Pr•tesi per a reconstrucci¢ de pavell¢ auricular implantosuportada amb dos implants,  a mida;2512,35;0;2512,35;H;S;M;--;--;S;S;24
0630;Altres pr•tesis que no pertanyen als membres;063030;Pr•tesis per a la restauraci¢ facial, incloent-hi les de nas i/o pavellons auriculars i/o ;PDC 040;Pr•tesi de restauraci¢ del nas;PDC 040A;Ep¡tesi nasal no implantosuportada, a mida;1989,38;0;1989,38;H;S;M;--;--;S;S;24
0630;Altres pr•tesis que no pertanyen als membres;063030;Pr•tesis per a la restauraci¢ facial, incloent-hi les de nas i/o pavellons auriculars i/o ;PDC 040;Pr•tesi de restauraci¢ del nas;PDC 040B;Ep¡tesi nasal implantosuportada amb tres implants, a mida;3484,88;0;3484,88;H;S;M;--;--;S;S;24
0630;Altres pr•tesis que no pertanyen als membres;063030;Pr•tesis per a la restauraci¢ facial, incloent-hi les de nas i/o pavellons auriculars i/o ;PDC 050;Pr•tesi facial;PDC 050A;Ep¡tesi facial no implantosuportada per a petits defectes, a mida;550;0;550;H;S;M;--;--;S;S;24
0630;Altres pr•tesis que no pertanyen als membres;063030;Pr•tesis per a la restauraci¢ facial, incloent-hi les de nas i/o pavellons auriculars i/o ;PDC 060;Pr•tesi facial orbitonasal palatina;PDC 060A;Ep¡tesis facial orbitonasal palatina no implantosuportada, a mida;SP;0;SP;H;S;M;--;--;N;S;18
0630;Altres pr•tesis que no pertanyen als membres;063030;Pr•tesis per a la restauraci¢ facial, incloent-hi les de nas i/o pavellons auriculars i/o ;PDC 060;Pr•tesi facial orbitonasal palatina;PDC 060B;Ep¡tesi facial orbitonasal palatina implantosuportada, a mida;SP;0;SP;H;S;M;--;--;N;S;18
0630;Altres pr•tesis que no pertanyen als membres;063033;Pr•tesis de maxilúlars;PDP 000;Pr•tesi de maxilúlar superior;PDP 000A;Pr•tesi de maxilúlar superior no implantosuportada, a mida, per a malformacions congŠnites, grans traumatismes i processos oncol•gics, que afecten a la cavitat oral;SP;0;SP;H;S;M;--;--;N;S;18
0630;Altres pr•tesis que no pertanyen als membres;063033;Pr•tesis de maxilúlars;PDP 000;Pr•tesi de maxilúlar superior;PDP 000B;Pr•tesis de maxilúlar superior implantosuportada, a mida, per a pacients amb processos oncol•gics que afecten la cavitat oral que impliquin la pŠrdua de dents relacionada directament amb la patologia o el seu tractament, i pacients amb malformacions congŠnites que cursen amb anod•ncia (fisurats, displ…sia ectodŠrmica, s¡ndromes craniofacials, etc.);SP;0;SP;H;S;M;--;--;N;S;18
0630;Altres pr•tesis que no pertanyen als membres;063033;Pr•tesis de maxilúlars;PDP 010;Pr•tesi de maxilúlar inferior;PDP 010A;Pr•tesi de maxilúlar inferior no implantosuportada, a mida, per a malformacions congŠnites, grans traumatismes i processos oncol•gics, que afecten a la cavitat oral;SP;0;SP;H;S;M;--;--;N;S;18
0630;Altres pr•tesis que no pertanyen als membres;063033;Pr•tesis de maxilúlars;PDP 010;Pr•tesi de maxilúlar inferior;PDP 010B;Pr•tesis de maxil lar inferior implantosuportada, a mida, per a pacients amb processos oncol•gics que afecten la cavitat oral que impliquin la pŠrdua de dents relacionada directament amb la patologia o el seu tractament, i pacients amb malformacions congŠnites que cursen amb anod•ncia (fisurats, displ…sia ectodŠrmica, s¡ndromes craniofacials, etc.);SP;0;SP;H;S;M;--;--;N;S;18
0633;Cal‡ats ortopŠdics;063390;Cal‡at ortopedic per a grans deformitats;OCO 000;Cal‡at de Plastazote, licra, fibra el…stica o similar (parell);OCO 000A;Cal‡at ortopŠdic en Plastazote, licra, fibra el…stica o similar per a deformitats en peus diabŠtics, artr¡tics i neurop…tics (parell) );97,93;36;61,93;B;N;E;--;--;N;N;12
0633;Cal‡ats ortopŠdics;063390;Cal‡at ortopedic per a grans deformitats;OCO 010;Cal‡at a mida;OCO 010A;Cal‡at ortopŠdic, a mida, previ motlle, per a grans deformitats (parell)  (el cal‡at ha d?incloure tot el que sigui necessari per garantir la seva funcionalitat);728,56;36;692,56;H;S;M;--;--;N;S;12
0690;Ortopr•tesis per a agŠnesi;069000;Ortoprotesis per a agŠnesi;PPA 000;Ortopr•tesi per a agŠnesi longitudinal de membre inferior amb membre residual;PPA 000A;Ortopr•tesi endoesquelŠtica o exoesquelŠtica tibial amb encaix r¡gid i estructura per a agŠnesi amb membre residual, a mida (prescriure a m‚s un peu a elecci¢ i, si cal, un encaix intern, una articulaci¢ ortŠtica de genoll, una funda, una mitjaÿ o coberta cosmŠtica i una coberta de teixit per a mony¢);2600,14;0;2600,14;H;S;M;--;--;S;S;24
0690;Ortopr•tesis per a agŠnesi;069000;Ortoprotesis per a agŠnesi;PPA 000;Ortopr•tesi per a agŠnesi longitudinal de membre inferior amb membre residual;PPA 000B;Ortopr•tesi endoesquelŠtica o exoesquelŠtica femoral amb encaix r¡gid i estructura per a agŠnesi amb membre residual, a mida (prescriure a m‚s un encaix intern, una articulaci¢ de genoll, un peu a elecci¢ i, si cal, una funda, una mitja o coberta cosmŠtica i una coberta de teixit per a mony¢);3718;0;3718;H;S;M;--;--;S;S;24
1203;Productes de suport per caminar manejats per un bra‡;120309;Crosses de colze amb suport en avantbra‡;EMS 000;Crossa amb suport en avantbra‡ i empunyadura anat•mica;EMS 000A;Crossa amb suport en avantbra‡ i empunyadura anat•mica amb brida o sense (unitat);23,82;12;11,82;B;N;E;--;--;N;N;36
1203;Productes de suport per caminar manejats per un bra‡;120316;Bastons amb tres o m‚s potes;EMT 000;Crossa amb tres o m‚s potes;EMT 000A;Crossa amb tres o m‚s potes;44,97;12;32,97;B;N;E;--;--;N;N;36
1206;Productes de suport per caminar manejats pels dos bra‡os;120600;Caminadors;EAN 000;Caminador sense rodes;EAN 000A;Caminador fix regulable en al‡ada;75,53;30;45,53;P;N;E;--;--;N;N;36
1206;Productes de suport per caminar manejats pels dos bra‡os;120600;Caminadors;EAN 000;Caminador sense rodes;EAN 000B;Caminador plegable d'al‡ada regulable;82,4;30;52,4;P;N;E;--;--;N;N;36
1206;Productes de suport per caminar manejats pels dos bra‡os;120600;Caminadors;EAN 000;Caminador sense rodes;EAN 000C;Caminador deambulatori plegable d'al‡ada regulable;104,46;30;74,46;P;N;E;--;--;N;N;36
1206;Productes de suport per caminar manejats pels dos bra‡os;120600;Caminadors;EAN 010;Caminador amb rodes;EAN 010A;Caminador de rodes davanteres i tacs posteriors, per a nens i adults;93,91;30;63,91;P;N;E;--;--;N;N;36
1206;Productes de suport per caminar manejats pels dos bra‡os;120600;Caminadors;EAN 010;Caminador amb rodes;EAN 010B;Caminador de rodes davanteres i tacs posteriors amb seient, per a nens i adults;101,48;30;71,48;P;N;E;--;--;N;N;36
1206;Productes de suport per caminar manejats pels dos bra‡os;120600;Caminadors;EAN 010;Caminador amb rodes;EAN 010C;Caminador amb rodes davanteres girat•ries i posteriors amb fre, amb seient (rollator) o sense, per a nens i adults;130,52;30;100,52;P;N;E;--;--;N;N;36
1206;Productes de suport per caminar manejats pels dos bra‡os;120600;Caminadors;EAN 020;Caminador amb control postural de tronc i pelvis;EAN 020A;Caminador amb control postural de tronc i pelvis, graduable en al‡ada i amb fre, per a nens i adults;1414,01;30;1384,01;H;S;A;--;--;N;S;36
1206;Productes de suport per caminar manejats pels dos bra‡os;120600;Caminadors;EAN 030;Caminador anteroposterior;EAN 030A;Caminador anteroposterior graduable en al‡ada, amb seient abatible i fre, per a nens i adults;837,36;30;807,36;H;S;A;--;--;N;S;36
1222;Cadires de rodes de propulsi¢ manual;122200;Cadires de rodes manuals;SRM 000;Cadira de rodes manual no autopropulsable no plegable (r¡gida);SRM 000A;Cadira de rodes manual no autopropulsable no plegable (r¡gida), amb reposabra‡os desmuntables i/o abatibles i reposapeus abatibles i regulables;258,15;0;258,15;P;N;E;--;--;N;N;48
1222;Cadires de rodes de propulsi¢ manual;122200;Cadires de rodes manuals;SRM 000;Cadira de rodes manual no autopropulsable no plegable (r¡gida);SRM 000B;Cadira de rodes manual no autopropulsable no plegable (r¡gida), amb reposabra‡os desmuntables i/o abatibles i reposapeus abatibles i regulables, per a usuaris de m‚s de 130 kg;549,87;0;549,87;P;S;E;--;--;N;N;48
