Cat…leg prestacions ortoprotŠtiques - Novembre 2025;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Grup - codi;Grup - descripci¢;Subgrup - codi;Subgrup - descripci¢;Categoria - codi;Categoria aparell;Tipus de producte - codi;Tipus de producte ;Import m…xim de facturaci¢ (?);Aportaci¢ usuari/a (?);Aportaci¢ CatSalut (?);·mbit de prescripci¢ de l'aparell;Indicador informe cl¡nic;Classificaci¢ de l'aparell;Edat m¡nima;Edat m…xima;Indicador de bilateralitat;Indicador validaci¢ sanit…ria;Periodicitat prescripci¢ (mesos)
0606;Ortesis de membre superior;060627;Ortesis d'espatlla, colze i canell;OSH 000;Ortesi passiva d'espatlla, colze i canell, sense articulaci¢;OSH 000B;Ortesi passiva per a subluxaci¢ d'espatlla;132,48;30;102,48;B;N;A;--;--;S;N;24
0606;Ortesis de membre superior;060627;Ortesis d'espatlla, colze i canell;OSH 010;Ortesi d'espatlla, colze i canell, amb articulacions;OSH 010A;Ortesi passiva d'espatlla, colze i canell amb articulaci¢ de colze;322,73;30;292,73;B;N;A;--;--;S;N;24
0606;Ortesis de membre superior;060627;Ortesis d'espatlla, colze i canell;OSH 010;Ortesi d'espatlla, colze i canell, amb articulacions;OSH 010B;Ortesi multiarticulada passiva per a control d'articulacions d'espatlla, colze i canell;496,56;30;466,56;H;S;A;--;--;S;S;24
0606;Ortesis de membre superior;060627;Ortesis d'espatlla, colze i canell;OSH 010;Ortesi d'espatlla, colze i canell, amb articulacions;OSH 010C;Ortesi multiarticulada activa per a control d'articulacions d'espatlla, colze i canell;737;30;707;H;S;A;--;--;S;S;24
0606;Ortesis de membre superior;060627;Ortesis d'espatlla, colze i canell;OSH 020;Ortesi passiva per a par…lisi del plexe braquial, obstŠtrica o infantil;OSH 020A;Ortesi passiva per a par…lisi del plexe braquial, obstŠtrica o infantil, prefabricada;231,5;30;201,5;H;S;A;--;--;S;S;12
0606;Ortesis de membre superior;060627;Ortesis d'espatlla, colze i canell;OSH 020;Ortesi passiva per a par…lisi del plexe braquial, obstŠtrica o infantil;OSH 020B;Ortesi passiva per a par…lisi del plexe braquial, obstŠtrica o infantil, a mida;376,17;30;346,17;H;S;M;--;--;S;S;12
0606;Ortesis de membre superior;060636;Articulacions de colze;OSO 000;Articulaci¢ de colze;OSO 000A;Articulaci¢ de colze mec…nica monocŠntrica;72,73;0;72,73;B;N;A;--;--;S;N;24
0606;Ortesis de membre superior;060636;Articulacions de colze;OSO 000;Articulaci¢ de colze;OSO 000B;Articulaci¢ de colze mec…nica policŠntrica;128,32;0;128,32;B;N;A;--;--;S;N;24
0606;Ortesis de membre superior;060636;Articulacions de colze;OSO 000;Articulaci¢ de colze;OSO 000C;Articulaci¢ de colze tipus cargol sense fi;87,45;0;87,45;B;N;A;--;--;S;N;24
0606;Ortesis de membre superior;060636;Articulacions de colze;OSO 000;Articulaci¢ de colze;OSO 000D;Articulaci¢ de colze tipus cremallera o roda dentada;195,84;0;195,84;B;N;A;--;--;S;N;24
0606;Ortesis de membre superior;060636;Articulacions de colze;OSO 000;Articulaci¢ de colze;OSO 000E;Articulaci¢ de colze din…mica i activa;364,73;0;364,73;B;S;A;--;--;S;N;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 000;Ortesi posterior passiva tibial;OIT 000A;Ortesi posterior passiva tibial;136,06;30;106,06;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 010;Ortesi de Denis Browne;OIT 010A;Ortesi Denis Browne, per a menors de 3 anys (prescriure a m‚s un bot¡ o bota);57,9;30;27,9;B;N;A;0;3;S;S;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 010;Ortesi de Denis Browne;OIT 010B;Ortesi Denis Browne articulada, per a menors de 3 anys (prescriure a m‚s un bot¡ o bota);96,54;30;66,54;B;N;A;0;3;S;S;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 020;Bot¡ multiarticulat;OIT 020A;Bot¡ multiarticulat (unitat);111,14;30;81,14;B;N;A;--;--;S;S;12
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 030;Ortesi per a immobilitzaci¢ de l'articulaci¢ tibiotarsiana;OIT 030A;Ortesi no articulada per a immobilitzaci¢ mediolateral i de la flexoextensi¢ de l'articulaci¢ tibiotarsiana;110;30;80;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 040;Ortesi tibial de marxa en desc…rrega;OIT 040A;Ortesi tibial de marxa en desc…rrega;259,26;30;229,26;B;S;A;--;--;S;N;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 050;Ortesi de control mediolateral de l'articulaci¢ tibiotarsiana;OIT 050A;Ortesi de control mediolateral de l'articulaci¢ tibiotarsiana amb dues hemivalves i cambra d'aire o gel;99,72;30;69,72;B;N;E;--;--;S;N;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 050;Ortesi de control mediolateral de l'articulaci¢ tibiotarsiana;OIT 050B;Ortesi de control mediolateral de l'articulaci¢ tibiotarsiana amb sistema de contenci¢;53,9;30;23,9;B;N;E;--;--;S;N;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 050;Ortesi de control mediolateral de l'articulaci¢ tibiotarsiana;OIT 050C;Ortesi din…mica per a lligaments laterals del turmell;89,73;30;59,73;B;N;E;--;--;S;N;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 060;Ortesi din…mica antiequina;OIT 060A;"Ortesi posterior antiequina, ""Rancho Los Amigos"", prefabricada";127,26;30;97,26;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 060;Ortesi din…mica antiequina;OIT 060B;"Ortesi posterior antiequina, ""Rancho Los Amigos"", a mida";246,85;30;216,85;B;N;M;--;--;S;S;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 060;Ortesi din…mica antiequina;OIT 060C;Ortesi antiequina, din…mica, en filferro d'acer ancorada a la sabata;168,3;30;138,3;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 060;Ortesi din…mica antiequina;OIT 060D;Ortesi antiequina, din…mica amb tensor el…stic anterior;124,98;30;94,98;B;N;E;--;--;S;N;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 060;Ortesi din…mica antiequina;OIT 060E;Bitutor de Klenzack, a mida (unitat);433,58;30;403,58;B;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 060;Ortesi din…mica antiequina;OIT 060F;Ortesi tibial antiequina termoconformada, a mida;233,48;30;203,48;B;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 060;Ortesi din…mica antiequina;OIT 060G;Ortesi tibial antiequina termoconformada amb valva anterior, a mida;285,03;30;255,03;B;N;M;--;--;S;S;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 060;Ortesi din…mica antiequina;OIT 060H;Ortesi posterior din…mica antiequina, amb fleix lateral i plantilla termopl…stica per a interior de sabata;234,66;30;204,66;B;N;A;--;--;S;S;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 070;Ortesi din…mica antiequina tipus DAFO;OIT 070A;Ortesi supramalúleolar tipus DAFO envoltant per a control de pronosupinaci¢, amb dorsiflexi¢ o sense, per a pacient infantil amb patologia neurol•gica, a mida;407,61;30;377,61;H;S;M;--;--;S;S;12
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 070;Ortesi din…mica antiequina tipus DAFO;OIT 070B;Ortesi supramalúleolar tipus DAFO envoltant en mig peu flexible per a bloqueig de flexi¢ plantar, per a pacient infantil amb patologia neurol•gica, a mida;407,61;30;377,61;H;S;M;--;--;S;S;12
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 070;Ortesi din…mica antiequina tipus DAFO;OIT 070C;Ortesi supramalúleolar tipus DAFO envoltant en mig peu flexible amb bot¡ interior per a bloqueig de flexi¢ plantar, per a pacient infantil amb patologia neurol•gica, a mida;493,72;30;463,72;H;S;M;--;--;S;S;12
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 070;Ortesi din…mica antiequina tipus DAFO;OIT 070D;Ortesi supramalúleolar tipus DAFO envoltant en mig peu flexible amb bot¡ interior per a bloqueig de flexi¢ plantar i suport prepatelúlar, per a pacient infantil amb patologia neurol•gica, a mida;640,93;30;610,93;H;S;M;--;--;S;S;12
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 070;Ortesi din…mica antiequina tipus DAFO;OIT 070E;Ortesi supramalúleolar tipus DAFO envoltant en mig peu, flexible amb bot¡ interior, per a bloqueig de flexi¢ plantar, articulada, per a pacient infantil amb patologia neurol•gica, a mida;503,54;30;473,54;H;S;M;--;--;S;S;12
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 070;Ortesi din…mica antiequina tipus DAFO;OIT 070F;Ortesi supramalúleolar tipus DAFO envoltant en mig peu, flexible amb bot¡ interior, per a bloqueig de flexi¢ plantar, articulada, per a pacient infantil amb patologia neurol•gica amb hiperextensi¢ de genoll, a mida;572,04;30;542,04;H;S;M;--;--;S;S;12
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 070;Ortesi din…mica antiequina tipus DAFO;OIT 070G;Ortesi supramalúleolar tipus DAFO envoltant per a control de pronosupinaci¢, amb dorsiflexi¢ o sense, per a pacient infantil amb patologia neurol•gica, prefabricada;154,35;30;124,35;H;S;A;--;--;S;S;12
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 070;Ortesi din…mica antiequina tipus DAFO;OIT 070H;Ortesi supramalúleolar tipus DAFO envoltant per a control de pronosupinaci¢, amb bloqueig de la flexi¢ plantar i articulaci¢ Tamarack, que assisteix a la dorsiflexi¢, per a pacient infantil amb patologia neurol•gica, a mida;677,4;30;647,4;H;S;M;--;--;S;S;12
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 080;Bitutor curt;OIT 080A;Bitutor curt, a mida (unitat) (prescriure a m‚s, si ho necessita, una articulaci¢ de turmell a elecci¢);325,2;30;295,2;B;N;M;--;--;S;S;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 090;Polaina des del turmell fins a sota del genoll;OIT 090A;Polaina des del turmell fins a sota del genoll, a mida;212,56;30;182,56;B;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 100;Ortesi funcional tipus PTB (Patellar Tendon Bearing);OIT 100A;Ortesi funcional tipus PTB (Patellar Tendon Bearing), prefabricada;207,28;30;177,28;B;N;A;--;--;S;S;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 100;Ortesi funcional tipus PTB (Patellar Tendon Bearing);OIT 100B;Ortesi funcional tipus PTB (Patellar Tendon Bearing), a mida;422,72;30;392,72;B;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 110;Ortesi per a la desc…rrega del peu, amb suport de tend¢ rotular;OIT 110A;Ortesi per a la desc…rrega del peu, amb suport al tend¢ rotular i estrep lliscant, amb al‡a contralateral, a mida;469,69;30;439,69;B;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 900;Bot¡;OIT 900A;Bot¡ de cuir modelat per adaptar a ortesi, a mida;270,96;30;240,96;B;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 900;Bot¡;OIT 900B;Bot¡ de Denis Browne per a menors de 3 anys;78,11;30;48,11;B;N;A;--;--;S;S;6
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 910;Bota tipus b•xer per adaptar a ortesi de marxa (parell);OIT 910A;Bota tipus b•xer per adaptar a ortesi de marxa. Fins al n£mero 23 (parell);132;30;102;B;N;A;--;--;N;N;12
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 910;Bota tipus b•xer per adaptar a ortesi de marxa (parell);OIT 910B;Bota tipus b•xer per adaptar a ortesi de marxa. N£meros 24 al 29 (parell);137,5;30;107,5;B;N;A;--;--;N;N;12
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 910;Bota tipus b•xer per adaptar a ortesi de marxa (parell);OIT 910C;Bota tipus b•xer per adaptar a ortesi de marxa. N£meros 30 al 33 (parell);145,2;30;115,2;B;N;A;--;--;N;N;12
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 910;Bota tipus b•xer per adaptar a ortesi de marxa (parell);OIT 910D;Bota tipus b•xer per adaptar a ortesi de marxa. N£meros 34 al 37 (parell);152,9;30;122,9;B;N;A;--;--;N;N;12
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 910;Bota tipus b•xer per adaptar a ortesi de marxa (parell);OIT 910E;Bota tipus b•xer per adaptar a ortesi de marxa. N£meros 38 i superiors (parell);159,5;30;129,5;B;N;A;--;--;N;N;12
0612;Ortesis de membre inferior;061206;Ortesi de turmell i peu (tibials);OIT 920;Corretja en ®T¯ per a antivalg o antivar ;OIT 920A;Corretja en ®T¯ per a antivalg o antivar;50,29;30;20,29;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061209;Ortesis de genoll;OIR 000;Ortesi passiva per a la immobilitzaci¢ del genoll;OIR 000A;Ortesi passiva per a la immobilitzaci¢ de genoll sense articulaci¢;98,45;30;68,45;B;N;E;--;--;S;N;24
0612;Ortesis de membre inferior;061209;Ortesis de genoll;OIR 000;Ortesi passiva per a la immobilitzaci¢ del genoll;OIR 000B;Ortesi passiva per a la immobilitzaci¢ de genoll amb articulaci¢;137,39;30;107,39;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061209;Ortesis de genoll;OIR 010;Ortesi per a l'articulaci¢ del genoll, amb sistema d'estabilitzaci¢ (varetes, fleixos, etc;OIR 010A;Ortesi per a l'articulaci¢ de genoll, amb sistema d'estabilitzaci¢;75,9;30;45,9;B;N;E;--;--;S;N;24
0612;Ortesis de membre inferior;061209;Ortesis de genoll;OIR 010;Ortesi per a l'articulaci¢ del genoll, amb sistema d'estabilitzaci¢ (varetes, fleixos, etc;OIR 010B;Ortesi per a l'articulaci¢ de genoll, amb sistema d'estabilitzaci¢ i rodet rotuli… de compressi¢ intermitent;87,59;30;57,59;B;N;E;--;--;S;N;24
0612;Ortesis de membre inferior;061209;Ortesis de genoll;OIR 020;Ortesi de genoll estabilitzadora amb articulaci¢ graduable de flexe-extensi¢;OIR 020A;Ortesi de genoll estabilitzadora amb articulaci¢ monocŠntrica graduable de flexo-extensi¢;210,1;30;180,1;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061209;Ortesis de genoll;OIR 020;Ortesi de genoll estabilitzadora amb articulaci¢ graduable de flexe-extensi¢;OIR 020B;Ortesi de genoll estabilitzadora amb articulaci¢ policŠntrica graduable de flexo-extensi¢;272,59;30;242,59;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061209;Ortesis de genoll;OIR 030;Ortesi per al control mediolateral i de flexoextensi¢ del genoll;OIR 030A;Ortesi de genoll per a control de genu recurvatum;377,3;30;347,3;B;S;A;--;--;S;S;24
0612;Ortesis de membre inferior;061209;Ortesis de genoll;OIR 030;Ortesi per al control mediolateral i de flexoextensi¢ del genoll;OIR 030B;Ortesi de genoll per al control d'inestabilitat mediolateral (var-valg);390,17;30;360,17;B;S;A;--;--;S;S;24
0612;Ortesis de membre inferior;061209;Ortesis de genoll;OIR 030;Ortesi per al control mediolateral i de flexoextensi¢ del genoll;OIR 030C;Ortesi per al control mediolateral i de flexoextensi¢ del genoll (lligament creuat anterior [LCA] i/o posterior [LCP]);417,52;30;387,52;B;S;A;--;--;S;S;24
0612;Ortesis de membre inferior;061209;Ortesis de genoll;OIR 030;Ortesi per al control mediolateral i de flexoextensi¢ del genoll;OIR 030D;Ortesi per al control mediolateral i/o de flexoextensi¢ del genoll, a mida, sota protocol;575,04;30;545,04;B;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061212;Ortesis de genoll, turmell i peu;OIF 000;Ortesi de valva posterior de la cuixa i cama r¡gida;OIF 000A;Ortesi per a extensi¢ de genoll mitjan‡ant valva posterior de la cuixa, cama i peu, amb cingla de tracci¢ sobre genoll, en termopl…stic, a mida;350,09;30;320,09;B;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061212;Ortesis de genoll, turmell i peu;OIF 000;Ortesi de valva posterior de la cuixa i cama r¡gida;OIF 000B;Ortesi per a extensi¢ de genoll mitjan‡ant valva posterior de la cuixa, cama i peu, amb dispositiu de tracci¢ din…mica sobre genoll, en termopl…stic, a mida;436,67;30;406,67;B;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061212;Ortesis de genoll, turmell i peu;OIF 010;Ortesi d'abducci¢;OIF 010A;Ortesi d'abducci¢ de turmell a la cuixa amb platina graduable, a mida;419,79;30;389,79;B;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061212;Ortesis de genoll, turmell i peu;OIF 020;Cuixera formada en termopl…stic;OIF 020A;Cuixera formada en termopl…stic, a mida;215,19;30;185,19;B;N;M;--;--;S;S;24
0612;Ortesis de membre inferior;061212;Ortesis de genoll, turmell i peu;OIF 030;Ortesi estabilitzadora de genoll;OIF 030A;Ortesi de genoll a peu amb suport anterior a tend¢ rotular i supracondili, a mida;381,49;30;351,49;B;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061212;Ortesis de genoll, turmell i peu;OIF 040;Ortesi correctora din…mica genoll valg o var;OIF 040A;Ortesi genoll valg o var, amb barra externa o interna unida a bota, cŠrcol de la cuixa i cingla de tracci¢ el…stica per a correcci¢ din…mica (unitat), a mida;356,94;30;326,94;B;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061212;Ortesis de genoll, turmell i peu;OIF 050;Ortesi de Grenier;OIF 050A;Ortesi de Grenier amb dues valves medials de cuixa, a mida;326,67;30;296,67;B;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061212;Ortesis de genoll, turmell i peu;OIF 060;Ortesi femoral QTB (Quadrilateral Thigh Bearing);OIF 060A;Ortesi funcional QTB (Quadrilateral Thigh Bearing) en termopl…stic, a mida (prescriure a m‚s una articulaci¢ de genoll i una articulaci¢ de turmell a elecci¢);551,86;30;521,86;B;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061215;Ortesi de maluc, incloent-hi ortesi d'abducci¢;OIC 000;Ortesi d'immobilitzaci¢ de maluc sense articulaci¢;OIC 000A;Ortesi d'immobilitzaci¢ de maluc sense articulaci¢, a mida;513,12;30;483,12;B;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061215;Ortesi de maluc, incloent-hi ortesi d'abducci¢;OIC 000;Ortesi d'immobilitzaci¢ de maluc sense articulaci¢;OIC 000B;Ortesi d'immobilitzaci¢ de maluc sense articulaci¢, prefabricada;353,41;30;323,41;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061215;Ortesi de maluc, incloent-hi ortesi d'abducci¢;OIC 010;Ortesi per a la displ…sia congŠnita de maluc;OIC 010A;Ortesi per mantenir malucs en abducci¢ (tipus Frejka o similar);96,06;30;66,06;H;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061215;Ortesi de maluc, incloent-hi ortesi d'abducci¢;OIC 010;Ortesi per a la displ…sia congŠnita de maluc;OIC 010B;Ortesi per mantenir malucs en abducci¢ i rotaci¢ externa mitjan‡ant arnŠs amb tirants (arnŠs de Pavlik);132,63;30;102,63;H;N;A;--;--;S;S;12
0612;Ortesis de membre inferior;061215;Ortesi de maluc, incloent-hi ortesi d'abducci¢;OIC 010;Ortesi per a la displ…sia congŠnita de maluc;OIC 010C;Ortesi multiarticulada per mantenir malucs en abducci¢ i rotaci¢ externa de forma independent;733,07;30;703,07;H;S;A;--;--;S;S;24
0612;Ortesis de membre inferior;061215;Ortesi de maluc, incloent-hi ortesi d'abducci¢;OIC 020;Ortesi modular desrotat•ria de maluc;OIC 020A;Ortesi modular desrotat•ria de maluc, a mida;331,46;30;301,46;H;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061215;Ortesi de maluc, incloent-hi ortesi d'abducci¢;OIC 030;Ortesi d'Atlanta (o de l'Hospital Scottish Rite a Atlanta);OIC 030A;Ortesi d'Atlanta (o de l'Hospital Scottish Rite a Atlanta), a mida;660;30;630;H;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061215;Ortesi de maluc, incloent-hi ortesi d'abducci¢;OIC 040;Ortesi modular d'abducci¢ de maluc;OIC 040A;Ortesi modular d'abducci¢ de maluc regulable amb control de la flexoextensi¢;579,87;30;549,87;H;S;A;--;--;S;S;24
0612;Ortesis de membre inferior;061218;Ortesis de maluc, genoll, turmell i peu;OIE 000;Bitutor femoral met…lúlic;OIE 000A;Bitutor femoral met…lúlic amb cŠrcols, a mida (unitat) (prescriure a m‚s articulaci¢ de genoll i articulaci¢ de turmell a elecci¢ i, si ho necessita, un bot¡);891,12;30;861,12;H;N;M;--;--;S;S;24
0612;Ortesis de membre inferior;061218;Ortesis de maluc, genoll, turmell i peu;OIE 000;Bitutor femoral met…lúlic;OIE 000B;Bitutor femoral met…lúlic amb cuixera de suport isqui…tic, a mida (unitat) (prescriure a m‚s articulaci¢ de genoll i articulaci¢ de turmell a elecci¢ i, si ho necessita, un bot¡);991,99;30;961,99;H;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061218;Ortesis de maluc, genoll, turmell i peu;OIE 000;Bitutor femoral met…lúlic;OIE 000C;Bitutor femoral met…lúlic, amb encaix quadrangular, a mida (unitat) (prescriure a m‚s articulaci¢ de genoll i articulaci¢ de turmell a elecci¢ i, si ho necessita, un bot¡);1107,88;30;1077,88;H;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061218;Ortesis de maluc, genoll, turmell i peu;OIE 000;Bitutor femoral met…lúlic;OIE 000D;Bitutor femoral met…lúlic amb cintur¢ pelvi…, a mida (unitat) (prescriure a m‚s articulaci¢ de maluc, articulaci¢ de genoll i articulaci¢ de turmell a elecci¢ i , si ho necessita, un bot¡);1009,04;30;979,04;H;N;M;--;--;S;S;24
0612;Ortesis de membre inferior;061218;Ortesis de maluc, genoll, turmell i peu;OIE 000;Bitutor femoral met…lúlic;OIE 000E;Bitutor femoral met…lúlic amb cuixera de suport isqui…tic i cintur¢ pelvi…, a mida (unitat) (prescriure a m‚s articulaci¢ de maluc, articulaci¢ de genoll i articulaci¢ de turmell a elecci¢ i , si ho necessita, un bot¡);1109,91;30;1079,91;H;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061218;Ortesis de maluc, genoll, turmell i peu;OIE 000;Bitutor femoral met…lúlic;OIE 000F;Bitutor femoral met…lúlic, amb encaix quadrangular i cintur¢ pelvi…, a mida (unitat) (prescriure a m‚s articulaci¢ de genoll i articulaci¢ de turmell a elecci¢ i, si ho necessita, un bot¡);1225,8;30;1195,8;H;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061218;Ortesis de maluc, genoll, turmell i peu;OIE 010;Monotutor femoral;OIE 010A;Monotutor femoral laminat en resina amb articulaci¢ de genoll i articulaci¢ de turmell o ballesta, a mida;3410;30;3380;H;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061218;Ortesis de maluc, genoll, turmell i peu;OIE 020;Ortesi femoral;OIE 020A;Ortesi termoconformada al buit des de peu a ter‡ proximal de la cuixa, a mida (TPV) (prescriure a m‚s una articulaci¢ de genoll i una articulaci¢ de turmell a elecci¢);790,96;30;760,96;H;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061218;Ortesis de maluc, genoll, turmell i peu;OIE 030;Ortesi tipus Swash;OIE 030A;Ortesi d'abducci¢ variable desrotat•ria femoral (tipus Swash), infantil;956,97;30;926,97;H;S;A;--;--;S;S;24
0612;Ortesis de membre inferior;061218;Ortesis de maluc, genoll, turmell i peu;OIE 040;Ortesi femoral d'abducci¢ en acer de Tachdjian;OIE 040A;Ortesi femoral d'abducci¢ de Tachjian (unilateral) en acer, a mida, amb encaix trilateral, articulaci¢ de genoll, control de rotaci¢, estrep de marxa, mecanisme distractor del peu i al‡a contralateral;1200,03;30;1170,03;H;S;M;--;--;S;S;24
0612;Ortesis de membre inferior;061218;Ortesis de maluc, genoll, turmell i peu;OIE 050;Ortesi desrotat•ria femoral;OIE 050A;Ortesi desrotat•ria femoral (tipus twister) (unitat);252,67;30;222,67;H;N;A;--;--;S;S;18
0612;Ortesis de membre inferior;061218;Ortesis de maluc, genoll, turmell i peu;OIE 050;Ortesi desrotat•ria femoral;OIE 050B;Ortesi desrotat•ria femoral en teixit el…stic (unitat);40,7;30;10,7;H;N;A;--;--;S;S;18
0612;Ortesis de membre inferior;061218;Ortesis de maluc, genoll, turmell i peu;OIE 900;Dispositiu estabilitzador i rec¡proc per adaptar a ortesi de marxa bilateral;OIE 900A;Dispositiu estabilitzador i rec¡proc per adaptar a ortesi de marxa bilateral (prescriure a m‚s una ortesi de marxa bilateral a elecci¢);2750;30;2720;D;S;A;--;--;N;S;36
0612;Ortesis de membre inferior;061221;Articulacions de turmell;OIO 000;Articulaci¢ de turmell;OIO 000A;Articulaci¢ r¡gida de turmell lliure;125,4;0;125,4;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061221;Articulacions de turmell;OIO 000;Articulaci¢ de turmell;OIO 000B;Articulaci¢ r¡gida de turmell, amb control del moviment dorsal i plantar;140,8;0;140,8;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061221;Articulacions de turmell;OIO 000;Articulaci¢ de turmell;OIO 000C;Articulaci¢ flexible de turmell amb assistŠncia del moviment de flexi¢ dorsal i / o plantar;129,8;0;129,8;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061221;Articulacions de turmell;OIO 000;Articulaci¢ de turmell;OIO 000D;Articulaci¢ r¡gida de turmell amb assistŠncia din…mica del moviment de flexi¢ dorsal i / o plantar tipus Klenzack;129,01;0;129,01;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061221;Articulacions de turmell;OIO 000;Articulaci¢ de turmell;OIO 000E;Articulaci¢ flexible de turmell amb assistŠncia del moviment de flexi¢ dorsal i / o plantar variable;264;0;264;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061221;Articulacions de turmell;OIO 000;Articulaci¢ de turmell;OIO 000F;Articulaci¢ flexible de turmell amb assistŠncia del moviment de flexi¢ dorsal i / o plantar amb topall posterior;135,3;0;135,3;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061224;Articulacions de genoll;OIA 000;Articulaci¢ de genoll lliure;OIA 000A;Articulaci¢ de genoll lliure;163,19;0;163,19;H;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061224;Articulacions de genoll;OIA 000;Articulaci¢ de genoll lliure;OIA 000B;Articulaci¢ de genoll lliure amb eix despla‡at;278,4;0;278,4;H;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061224;Articulacions de genoll;OIA 000;Articulaci¢ de genoll lliure;OIA 000C;Articulaci¢ de genoll lliure amb assistŠncia a l'extensi¢;554,65;0;554,65;H;S;A;--;--;S;S;24
